0.0031,8.2,0,-10,0.023,0.2,50
0.0011,-2.3,0,-20,0.005,-0.2,-10
0.0001,3.3,0,10,-0.008,0.1,10
0.0063,-2.7,0.01,-30,0.003,-0.2,-20
0.0008,-2.3,0,-40,0.009,0,20
-0.0018,7.2,0,10,0.023,-0.1,30
0.0036,-4.8,-0.02,-30,0.045,0,-10
-0.0032,-7.2,0,-70,-0.006,0.1,-10
-0.0062,0.8,0,-40,0.003,0.1,-10
0.0048,6.5,0,0,0.003,0.1,10
0.0056,-2.1,0,-30,0.038,-0.1,-70
-0.0121,-2.1,0,20,0.015,0,-10
-0.0099,-6.7,0,20,-0.021,0,-10
-0.0129,-1.3,0,-30,0.003,0.2,-10
-0.008,0.7,0,-20,0.023,0,30
-0.0053,-10.7,0,-20,-0.012,-0.1,-10
-0.0081,-2.6,0,-10,0.022,0,-20
-0.0018,6.6,0,-30,0.003,0.2,40
-0.0002,7.7,0,-20,0.011,0.3,30
-0.0015,-6.1,0,-20,0.025,0,-10
0.0028,-1.9,-0.01,-20,-0.018,0.1,-10
0.0012,-3.5,0,0,0.021,-0.3,-40
0.0042,1.9,0,-20,-0.01,0,20
0,8.2,0,0,-0.009,0.1,30
-0.0022,-6.1,0,50,0.002,-0.2,-10
-0.0041,-9.6,0.01,-30,-0.035,0.1,-10
-0.0029,-3,0,-10,-0.002,-0.1,-20
0.0035,-4.3,0,-70,-0.037,0.2,-30
-0.0067,-5.4,0,-30,0.015,0.1,-10
-0.0005,-2.6,0,-10,0.001,-0.1,-10
-0.0003,1.6,-0.01,0,0.006,0.3,30
-0.0039,-5.5,0,30,0.006,-0.4,-90
0.0063,-8,0.02,50,0.038,-0.4,-70
-0.0073,-0.9,0,10,0.005,0,-10
-0.0077,-7.6,-0.02,0,0.022,0.1,-10
-0.0005,5.1,0,-10,-0.01,0,40
0.0016,-4.7,0,40,0.024,-0.3,-50
0.0026,3.2,0,-10,-0.015,0.2,10
-0.0091,0.1,0.01,-10,-0.009,0,-10
-0.0046,-4.3,0,-30,0.008,0.1,10
0.0016,-9.1,0,-40,-0.006,0.3,-30
0.0014,-4.1,0,0,0.006,0,-10
0.0072,-4.5,0,30,0.013,-0.2,-30
0.0071,-3.6,0,0,-0.001,-0.2,-30
-0.0058,8.9,0,-20,0.02,0.2,10
-0.0008,2.4,0.01,10,-0.006,0.1,10
0.0018,7.3,0.01,-10,-0.05,0.1,20
-0.0048,-3.6,0,10,-0.006,-0.5,-40
0.0033,-8.6,-0.02,-40,0.003,0.1,-30
-0.0079,-5.9,0,-10,0.006,0.1,-10
0.0015,-4.9,0,-30,0.014,-0.3,-10
0.002,7.2,0,0,0.002,0,10
-0.0037,5,0.01,20,0.006,-0.2,10
0.0054,-2.9,0,-20,0.023,0,-10
-0.0056,-1.7,-0.01,-10,0.022,0.2,-10
0.0058,-1.2,0,-10,0.012,0,-10
-0.0061,-6.1,-0.01,0,0.015,0.1,-10
0.0069,4.9,0,-20,-0.023,0.1,30
0.0075,-3.4,0.01,-20,0.03,-0.1,-30
0.0028,10.3,0.01,0,-0.022,-0.2,20
0.006,-5.2,0,-40,-0.032,-0.1,-30
-0.0041,1.2,0.01,-20,-0.026,-0.3,-40
-0.0082,-4.4,0,-30,-0.02,0,10
-0.0088,-8.5,0,-30,0.002,0.1,-30
-0.0021,-6.4,0,10,0.022,-0.2,-40
-0.0032,1.7,0,-10,-0.001,0.2,10
0.0046,8.3,0,10,-0.003,-0.1,20
0.0083,3.6,0.01,20,0.014,-0.2,10
0.0009,-8.7,0,-30,0.004,-0.1,-20
-0.0001,-6.1,0,30,-0.014,0.1,-10
0.0006,-7.5,0,50,0.008,-0.3,-20
-0.0104,-4.5,0,-20,0.012,0.1,-10
0.0034,6,0.01,10,0,0.1,20
0.0042,11.6,0,10,0.006,0,30
-0.0025,4.2,0,-10,0.013,0,10
-0.0075,-1.8,0,-20,-0.031,-0.1,10
-0.0006,-2.8,0,-40,0.017,0,-20
0.0099,5.3,0,-10,-0.005,0,10
-0.0039,3.2,0,-20,0.007,0.1,10
-0.0068,0.8,0,30,-0.002,-0.4,-10
-0.0059,1.7,0,-10,-0.002,0.1,20
0.0058,4.7,0.01,-50,0.01,0,-10
0.0042,-6.1,0,30,0.005,-0.2,-30
-0.0017,-9.1,-0.01,-60,-0.011,0.3,-10
0.0006,-2.6,0,-60,0.01,0.1,30
0.0016,8.4,0.02,20,-0.015,-0.2,10
0.0013,9.4,0,20,-0.032,0,50
0.0054,1.1,0,0,0.012,-0.1,20
0.001,2.3,0,-10,0.007,0.1,10
-0.0017,4.6,0,-10,-0.022,0.2,10
-0.0095,0.6,0,-20,0.006,-0.1,-10
-0.0068,3.8,0,-30,0.006,0.1,20
-0.0049,-2.9,0,-20,0.008,0,-20
0.0029,4,0,30,-0.008,0.1,10
-0.0008,4.9,0.01,-30,0.007,0.3,50
-0.005,4.9,0,-40,0.022,0.1,10
-0.0043,5.5,0,-20,-0.003,0.1,30
0.0068,-0.1,0,70,-0.001,-0.1,10
0.0048,6,0,-40,-0.01,0.4,40
-0.0059,1.1,0,-20,0.004,0.1,20
0.0006,-4.7,0,10,0.008,-0.2,-30
0.0037,-9.8,-0.02,0,0.01,-0.1,-10
0.0088,4.6,0.01,-40,-0.002,0.1,10
-0.0095,-5.4,0,10,0.004,-0.2,-30
-0.0028,-3.8,-0.01,20,-0.007,0.1,-10
0.0032,-2.9,0,-50,0.011,0.1,10
0.0051,-4.4,0,10,0.012,0,10
-0.0023,-5.3,-0.01,-10,0.019,0,-10
-0.0063,3.6,0,10,0.022,-0.1,10
0.0031,-0.8,0,-20,-0.021,0.1,20
-0.0017,-5.4,0,-30,0.006,0,-20
-0.0088,5.4,0,-50,-0.012,-0.1,10
0.0001,-3.2,0,20,0.01,-0.2,-30
0.0053,11.9,0,30,-0.029,-0.1,30
-0.0058,-7.1,0,-30,0.04,-0.2,-30
-0.0012,3.9,0,-30,-0.011,0.3,10
0.0032,-0.4,0,10,-0.007,0.1,20
0.0047,-3.6,0,20,0.015,0,-10
-0.0007,5.6,0,-10,-0.002,0.1,10
-0.0068,-4.5,0,0,-0.02,0,-20
0.0069,-6.3,-0.01,-10,-0.004,-0.2,-50
-0.0028,-8.9,0.01,-30,0.005,0.1,-30
-0.0001,-6.4,0,10,0.006,-0.1,-10
-0.0073,-4.9,0,-40,0.01,0,-10
0.0003,-5.4,0.01,-50,0.02,0.1,-50
0.0011,3.1,0,-20,0.003,0.2,50
0.0013,-3.8,0,-20,0.022,-0.2,-30
-0.0025,-11.1,0,30,0.021,-0.2,-10
-0.0004,3,0,-20,-0.021,0.2,50
0.0083,-2.8,0,-30,-0.016,0.1,10
-0.0059,-4.5,0,10,0.014,-0.2,-30
-0.0065,0.2,0,-30,0.03,-0.2,-10
-0.0006,-4,0,-30,0.031,0,-10
0.001,4.5,0,30,-0.003,0,20
-0.0049,2.1,0,-40,-0.009,0.3,10
0.0026,-1.4,-0.01,30,-0.025,-0.2,-10
0.0051,3.2,0,-10,-0.008,-0.1,30
-0.0001,3,0,-10,-0.025,0.2,60
-0.0074,-5.9,0.01,-50,-0.008,0.2,-10
-0.0036,-1.2,0,10,0.013,-0.5,-40
0.0052,0.8,0,-20,-0.005,0.2,10
-0.003,12.6,0,-10,-0.016,0.1,30
-0.0034,2.3,0,-10,-0.019,0.2,20
-0.0017,-5.1,0,-20,0.019,0,-20
-0.005,-2.8,0,20,0.003,-0.2,-10
0.0123,13.5,0,0,-0.022,-0.2,10
0.0058,-2.3,0,-70,0.024,-0.1,-40
0.0036,7,0.01,-20,0.01,-0.1,10
-0.002,8.8,0,-30,0.013,0.5,50
-0.0017,-1.8,0,20,0.017,-0.3,-50
0.0063,-0.7,0,-30,0.015,0,-10
-0.0028,-4.4,0,-30,-0.011,-0.2,-20
0.0021,0.9,0,-10,0.039,0.2,30
-0.0021,5.7,0,0,-0.002,0,10
0.0079,9.2,0.01,-20,-0.02,0.2,10
-0.0003,5.8,0,-40,-0.001,0.1,10
-0.0035,-3.6,0,0,-0.011,-0.1,-20
-0.0001,3.2,0,-10,-0.004,0.1,40
-0.0088,-3.5,0,0,-0.034,-0.1,-20
0.0017,5.9,0,10,-0.017,0,20
0.0027,-1.6,0,0,-0.013,-0.2,-40
0.0024,0.4,0,-40,0.001,0.3,10
0.0013,2.1,0,-10,-0.015,0.1,-10
0.0032,-5.9,0,-10,0.02,-0.2,-20
0.0009,-8.3,-0.01,-60,-0.007,0.2,-20
0.0006,1.2,0,0,-0.002,0.2,20
-0.001,-5.5,0,-20,0,0,-10
-0.0009,-4.1,0,50,-0.007,-0.2,-20
0.0049,-3.2,-0.01,-40,0.018,-0.1,-30
0.0012,5.5,0,-40,0.003,0.2,10
0.0014,-4,0,-20,0.002,-0.1,-20
0.0027,5.6,0,20,0.008,-0.1,10
-0.0161,-1,0,-70,0.007,0.1,10
0.0035,2,0,-20,0.011,0.1,20
0.0075,2.7,0,-30,0.012,0.1,10
-0.0017,-3.6,0.01,0,-0.011,-0.2,-10
0.0022,-0.7,-0.01,20,-0.028,0.4,40
0.0017,4.9,0,-60,0.002,0.1,30
0.0089,-0.1,-0.01,-30,-0.003,0.3,10
0.004,-4.2,0,20,-0.02,0.1,-10
-0.0092,-3.8,0.01,-10,0.004,0,10
0.0048,-6.2,0,-30,0.019,0.1,10
0.0043,-4.6,0,-10,0.03,-0.5,-40
0.0051,-1.7,0,-10,0.014,0,-10
-0.002,3.9,0,-20,-0.006,0.1,10
-0.0097,1,0.01,-70,-0.006,0.3,10
-0.0084,0.9,0.01,-40,-0.016,0.2,-20
0.0051,-3.7,0,10,0.015,-0.2,-20
-0.0059,1.9,0,-40,0.006,0.2,20
-0.0074,5.1,0,20,0.004,0,20
0.0086,2.8,0.01,-30,-0.008,0,-10
-0.0026,-2.7,0,-10,0.027,-0.1,-10
0.0006,4.1,0,0,0.001,0.1,40
0.0004,-3.5,0,20,-0.002,-0.1,-10
-0.0045,2.2,0,0,0.005,-0.2,-20
-0.0044,6.5,0,40,0.032,-0.2,20
-0.0088,-7,0,0,0.004,0,-10
0.0084,5.9,0,-30,0.008,0.3,40
0.0058,-5.5,0,-10,0.008,-0.2,-50
0.0047,-3.7,0,10,-0.031,-0.2,-30
0.0063,-0.3,-0.01,-10,0.026,-0.4,10
0.0012,3.8,0,-40,0,0.1,10
-0.0011,-1.4,-0.01,20,0.027,-0.2,-30
0.0023,-3.9,-0.02,40,0.009,-0.5,-80
-0.0063,3.7,0.01,-10,0.006,-0.2,10
0.0011,1.9,0,-20,-0.019,0.2,40
-0.0008,-1.2,0,-40,0.023,-0.1,-30
-0.0004,-10,0,60,0.033,-0.2,-50
0.0012,-1.1,0,-30,0.026,-0.2,-40
-0.0026,-6.4,-0.02,-20,0.002,0,-30
-0.0053,-2.8,-0.02,20,-0.019,-0.2,-30
-0.0037,6.5,0.01,-80,0.001,0.1,10
0.0086,-3.8,0,40,0.013,-0.4,10
-0.0033,9.5,0,0,-0.005,0,10
-0.0035,5.6,0,-50,0.005,0.1,-10
-0.004,1.8,0,-50,0.003,0.2,10
0.0022,-3.2,0,10,-0.019,-0.3,-30
-0.0006,-0.4,0,50,-0.001,0.2,10
-0.0091,-3.3,0,20,0.005,-0.3,-30
-0.0053,0.9,0,-30,-0.009,0.1,40
0.0055,2.7,0,10,-0.004,0.2,40
0.0005,-2.5,0,0,0.021,-0.3,-20
0.0046,-3.2,0,-30,0.016,0,-30
-0.0039,-3.9,0,-40,-0.005,-0.1,-20
-0.0022,9.6,0,0,-0.005,0,40
-0.0021,2.9,0,0,-0.02,0.2,10
-0.0001,8.1,0,-10,0.004,0.3,50
-0.0028,2.8,0,-30,0.005,0.3,10
0.0027,-6.8,0,0,0.008,-0.2,-20
0.0072,5.3,0,50,-0.011,0.1,10
0.009,-2.3,-0.01,-20,0.025,-0.5,-50
-0.0074,3,0.01,0,-0.021,0.2,30
0.0063,-2.3,0,10,-0.022,0.1,-20
-0.0036,-4.7,0,-40,0.008,0.1,-20
0.0001,0.1,0,-30,-0.002,0.3,10
-0.009,-3.9,0,-10,0.009,0,-10
0.0052,7.7,0,-20,-0.006,0,20
-0.0073,1.6,0,20,0.018,-0.2,-10
-0.006,-2.7,-0.01,10,0.004,0,-10
-0.0001,-4.1,0,-20,-0.001,0,-10
0.0004,-4.5,0,-10,-0.002,-0.2,-20
0.0102,3,0,-20,-0.004,0,10
0.0062,2,0,-40,-0.012,0.3,10
0.0063,3.8,-0.01,30,-0.016,0,10
0.0067,1.4,0,-20,-0.017,0,-20
-0.0091,4.5,0.02,10,-0.018,0.2,-10
-0.0053,2.2,0,-40,0.021,0.1,10
0.0097,3.5,0,-30,-0.008,0.1,20
0.0035,0.8,0,-20,-0.004,0.3,10
0.0045,3.9,0,-10,-0.005,0,10
-0.0021,-7.7,-0.02,0,0.027,0,-20
-0.0024,-9.9,0,10,-0.009,0,-30
-0.0045,0.6,0,10,-0.011,0.2,20
0.0028,-3.4,0,-60,-0.004,-0.1,-10
0.0077,-3.7,0,10,0.011,-0.1,-20
-0.0029,1.4,0,-10,-0.004,0.2,20
-0.0027,1.8,0,10,-0.024,0.1,20
-0.0014,3.8,0,-10,-0.012,0.1,10
0.0069,-4.3,0,-70,0.011,0,10
-0.0027,10.4,0,0,0.009,-0.1,10
0.001,-5.6,0,-10,0.008,0,-10
0.0092,4.6,0,0,-0.005,0,10
0.0005,-5.8,0,-20,0.031,-0.4,-50
0.0061,-4.1,0,40,-0.005,-0.1,-10
0.0067,1.7,0,10,-0.023,0,10
0.0066,-5.9,0.01,-50,0.008,-0.2,-30
0.0006,2.4,0,0,-0.017,0.3,20
0.0102,-3.9,0,-10,-0.015,0.1,-20
0.0041,4.6,0,0,-0.014,0,10
0.0046,-12.8,0.02,30,0.024,-0.2,-20
-0.0105,-5,0,0,0.002,-0.2,-10
0.0045,-1.5,0,10,-0.011,0.2,10
-0.0096,-2.1,0.01,-10,0.007,0.1,10
-0.0015,4.9,0,-40,-0.032,0.3,40
-0.0086,1.9,0,-50,-0.017,0.2,10
0.0042,-1.6,0,0,0.033,-0.2,-30
-0.0066,6.5,0.02,-10,0.014,0,30
-0.0019,7.2,0,-30,-0.002,0.3,10
-0.0041,-7.3,0,-50,0.01,0,-30
-0.0013,6.2,0,0,0.021,0.1,20
0.0038,-3.1,0.01,-10,-0.008,0.1,10
-0.0047,-2.7,0,-50,0.026,0,-10
-0.0027,-5.9,0,10,0.015,-0.2,-40
0.0039,2.2,0,-20,0.01,0,10
0.0058,7.2,0,0,-0.005,0,20
0.0043,-2.3,0,-30,-0.016,0.1,10
0.0068,-3.8,-0.01,-70,-0.007,0.3,30
0.0044,3.5,0,-60,-0.006,0.2,10
-0.0029,9.3,0,-10,-0.007,0.1,20
-0.0007,1.5,0,-20,0.007,0.2,20
-0.0068,1.8,0,-60,0.002,0.1,-10
0.002,2.7,0,-10,0.007,0.1,20
0.0032,-3.5,0,-10,-0.006,0,-10
0.0082,-5.8,0,60,0.003,-0.4,-10
0.0014,-6,0,20,0.033,-0.3,-40
-0.0077,-5.7,-0.02,-20,-0.01,0.3,20
0.0102,-2.2,0,-50,0.015,0,10
0.0025,-2.7,0,-10,0.006,-0.1,-20
-0.002,-2.4,0,-10,-0.009,-0.1,-40
0.0022,-4.7,-0.01,30,0.02,0.2,40
0.0001,3.5,0,0,-0.004,0.2,30
0.0059,-1.4,0,-10,-0.003,0.1,10
-0.009,0,0,-20,0.026,-0.1,-10
-0.0087,1.2,0,-20,0.003,0.2,10
-0.005,-0.4,-0.01,-30,0.025,0.1,-20
0.0119,7.8,0,20,0.016,-0.2,10
-0.006,8.9,0.01,-30,0.005,0.2,-10
0.0049,-2.6,0,-10,0.015,-0.3,-10
0.003,-1,-0.01,-20,0.014,0.2,10
0.0063,-3.1,0,-20,0.014,0.1,10
-0.0001,-4.8,0,0,0.032,0,-10
-0.0053,-1.6,0,0,0.005,0,-10
0.0053,-7.6,0,0,-0.006,-0.1,-30
-0.0043,1.9,0,10,0.004,0,10
-0.0099,2.8,0,-30,0.022,0.4,40
-0.013,-3.8,-0.02,10,-0.018,0,10
0.0043,1.1,0,0,-0.014,-0.4,-30
-0.0073,-0.4,0,-10,0.006,0.1,20
-0.0029,-3.2,0,30,0.014,-0.2,-30
0.0053,1.2,0,20,0.014,-0.1,10
-0.0003,4.1,0,20,0.011,0,20
-0.0079,-5.2,0.01,-10,-0.01,0,-30
-0.0044,3,0,-40,0.006,0.3,10
0,8.1,0.01,-20,-0.009,0,10
0.0007,2.7,0,-50,-0.003,0.2,10
-0.0077,-0.2,0,50,0.005,-0.1,-20
-0.0013,7.6,0,60,0.023,0.1,20
-0.0008,4.7,0,-10,-0.001,0.1,30
0.0033,-5.8,0,0,0.004,-0.1,-10
0.0016,-2.7,0,-40,0.002,-0.1,-20
-0.0031,4.5,0,-50,0.005,0.2,20
0.0058,-1.2,0,-10,-0.006,-0.1,-20
0.0004,-11.4,0,-10,0.006,-0.2,-40
0.0019,-6.8,0,-40,-0.015,0.1,-20
-0.0078,-8.5,-0.01,-40,0.004,0.2,10
0.0012,-2.2,0,-30,0.009,-0.1,-10
0.0058,4.2,0,0,-0.009,0.2,10
0.0018,4.7,0,-10,-0.02,0.3,10
-0.0065,-1.9,0.01,-30,-0.007,0,-30
-0.0025,-3.7,0,20,-0.007,-0.1,-20
0.0044,-1.6,0,-20,0.01,0.1,30
0.0041,2.4,0,-20,0.013,0,10
0.0007,9,0.01,20,0.011,-0.1,10
-0.0059,5.9,0,-20,-0.016,0.2,30
0.0066,-5.3,0.01,-30,-0.04,0.1,20
-0.0009,5.3,0.01,-10,-0.022,0.1,30
-0.0039,-6.3,0,0,-0.007,0,-10
0.0003,10.5,0,-50,0.011,0.3,40
0.0005,-8,0,-10,0.036,-0.3,-40
-0.0035,-5.5,0,0,0.021,-0.2,-30
0.0057,-2.3,0,0,0.031,-0.2,-10
0.0004,-6.2,0,-20,0.027,-0.1,-10
0.0021,-3,0,-20,-0.001,-0.1,-30
-0.0106,-8.3,0,0,-0.015,-0.1,-10
-0.0043,-1.5,0,-30,-0.004,-0.1,-10
-0.0069,-5,0,-40,0.021,0,-10
0.002,4.7,0,-20,0.003,0.3,20
0.0016,1.8,-0.01,-20,-0.018,-0.2,-20
0.0058,2.4,0,-30,-0.019,0.1,20
0.0081,1.2,0.01,-30,0.014,-0.1,10
0.0094,6.1,0.01,-20,-0.01,0,10
-0.0068,3.7,0,-10,-0.013,0,-10
0.0086,6.1,-0.01,-50,0.01,0.3,10
-0.0011,-2.8,0,10,0.015,-0.2,-40
-0.0014,3,0,-10,-0.014,0.1,10
-0.0021,9.5,0,-40,-0.03,0.1,20
0.0081,2.5,0.01,-30,-0.011,0.3,30
0.0063,-2.7,-0.01,-10,0.013,0.2,-20
-0.0015,-7.8,-0.02,-30,0.009,0,-10
-0.003,3.2,0,-10,0.026,0.2,10
-0.0048,-7.8,0,10,0.009,0.1,-10
0.0067,-3.2,0,-20,-0.007,-0.1,-10
-0.0031,-4.8,0,-10,0.019,0,-10
0.0016,0.9,0,-10,0.006,-0.3,-20
-0.0003,-5.7,0,-30,0.02,0,-10
0.0002,-3.4,0,10,0.006,-0.2,-20
-0.0003,5.3,0,-10,0.014,0.4,30
0.0031,-3.3,0,20,0.009,-0.1,-10
0.0044,-5.9,0,-10,0.012,0,-20
0.0075,0.8,0,-30,-0.01,0.2,10
0.0038,6.6,0.01,0,0.017,0.1,10
0.0031,5.9,0,-20,0.014,0.1,10
-0.0002,0.3,0,40,-0.018,0.1,20
0.0032,7.7,0,-30,-0.006,0.3,70
-0.0037,-1.6,0,0,0.002,-0.2,-20
0.0107,-3.9,-0.01,-10,0.01,0.2,20
-0.0033,-8.7,-0.01,40,0.016,0,10
-0.0056,-6.2,0,40,0.004,-0.1,-20
-0.0061,-1.5,0,-30,-0.012,0,-10
-0.0059,2.3,0,-20,0.02,-0.1,-10
0.0018,3.6,0,-30,0.006,0.2,10
0.0039,1.8,-0.01,-20,0.028,0.3,20
0.0047,-2.7,0,-10,0.012,-0.1,-10
0.0044,-10.9,0,-40,-0.012,-0.1,-40
0.0023,7.8,0,-30,-0.012,0.1,20
-0.0023,-8.8,0,0,0.012,-0.2,-40
-0.0026,4.3,0,0,0.002,-0.1,20
0.0053,0.9,0,-20,0.012,0,20
-0.0048,-2.2,-0.01,-30,0.004,0.1,-10
0.0011,-2.1,0,-40,0.007,0,-10
0.0056,1.1,0,-20,-0.006,0.1,10
0.0018,-7.8,0,-20,0.008,-0.1,-30
-0.0026,3.6,0,-20,-0.033,0.1,10
0.0049,3.3,0,-10,-0.02,0.1,30
-0.0039,-8.3,0,-20,0.03,-0.2,-20
-0.007,1.9,0,0,-0.014,0,-10
0.008,0.1,0,10,0.002,0,10
-0.0023,-5.6,0,0,0.023,0,10
-0.0074,-0.5,0,-10,0.005,0.1,20
0.0067,5.2,0,-10,-0.032,0,30
0.0036,-2.7,0,-20,-0.011,-0.1,-30
0.001,-1.3,0,0,-0.022,-0.2,-30
0.0063,-5.4,0,0,-0.025,0.3,10
0.0051,-1,0,10,-0.004,-0.1,10
-0.0033,-6.3,0,-10,0.012,0,-20
0.0091,-0.8,-0.02,-40,0.01,0,20
0.0033,-2.4,0,-30,-0.012,0.2,10
0.0029,-2.2,0,-20,0.014,-0.2,10
-0.0007,1.7,0,0,-0.001,0.1,20
0.0072,3.8,-0.01,-10,0,0.1,10
0.002,12.1,0,20,0.001,0.1,10
-0.0071,-1.8,0,-30,0.003,0,-10
-0.0001,5.2,0,30,0.013,-0.1,10
0.0064,-4,-0.01,10,0.012,0,-10
0.0042,1.7,-0.01,-90,0.01,0.3,20
0.0001,-6.3,0,10,0.024,0,-10
0.0004,-1.6,-0.01,-40,-0.003,0,-30
0.0008,11.5,0.01,-10,-0.011,0,20
0.0154,1.2,0.02,-10,-0.005,-0.4,10
0.0028,11.7,0.01,0,-0.019,0.5,100
0.0003,6.5,0,10,0.012,0.1,10
-0.0027,7.2,0,-10,-0.005,0.1,10
0.0005,-5.1,-0.01,-20,-0.012,0,-30
-0.0001,6.5,0,10,-0.006,0,20
-0.0001,6.4,0,10,0.004,-0.1,10
0.0095,-1.1,0,50,-0.011,-0.1,-10
0.0004,-3.5,0,-10,-0.001,-0.1,-20
0.0057,3.2,0.01,-10,0.013,0,10
-0.0003,2.5,-0.01,-60,0.007,0.2,10
-0.0049,5.5,0.01,-10,0.018,0,10
-0.0044,-9,0,-10,0.018,-0.1,-20
0.0033,-8.9,0,40,0.01,-0.1,10
0.007,-7.3,0,60,0.004,-0.5,-40
-0.0012,-0.1,-0.01,-30,-0.005,-0.1,-10
0.0049,-0.5,0,-20,0.013,0,10
0.0064,-2.6,0,-20,0.002,-0.3,-30
0.0047,4.9,0,-10,-0.005,0.1,20
0.0022,7.4,0,-10,0.005,0,10
0.0056,1.7,-0.01,0,0.011,0.1,10
-0.0038,2.4,0,-50,-0.03,0.2,10
-0.004,-4.5,0,20,0.013,-0.1,-10
-0.0009,6.3,0,-30,0.007,0.2,30
0.0048,-5.1,0,10,-0.005,-0.1,-20
0.0014,1.8,-0.01,10,-0.006,0.1,30
-0.0002,6.1,0,-10,-0.002,0,20
0.0006,-7.9,0,50,0.025,-0.3,-20
0.0032,-3.1,0,20,-0.02,-0.3,-50
0.0089,0.2,0,0,-0.026,0.2,30
-0.0057,-8.8,-0.02,-30,0.04,0.1,-10
0.0005,-2.2,0,-10,0,-0.2,-30
0.001,7.5,0,-30,-0.007,0.3,10
0.0075,-0.2,0,-10,-0.021,-0.1,20
-0.007,3.1,0,-20,0.001,0.3,10
-0.0037,-3.2,0,0,0.006,-0.1,-10
0.0014,-4.7,0,0,0.008,-0.1,-40
0.0089,-1.8,-0.02,-50,-0.011,0.4,20
0.0027,-3.5,0,10,-0.017,-0.1,-10
-0.0057,4.6,0,0,-0.011,0,30
0.0009,-6.9,-0.01,10,-0.003,-0.3,-40
0.0051,5.5,0,0,0.015,0.1,30
